,bridge,event_close,text_close,created_at_close,local_date_close,event_open,text_open,created_at_open,local_date_open
6,Fremont,closed,The Fremont Bridge has closed to traffic -   1:17:45 PM,2016-09-17 20:17:49,2016-09-17 13:17:49,open,The Fremont Bridge has reopened to traffic -   12:34:14 PM,2016-09-17 19:34:20,2016-09-17 12:34:20
