id,created_at,text
731901492374822913,2016-05-15 17:38:08,"The Fremont Bridge has closed to traffic -
  10:38:05 AM"
731897415972716544,2016-05-15 17:21:56,"The University Bridge has reopened to
  traffic - 10:21:53 AM"
731896397226643456,2016-05-15 17:17:53,"The University Bridge has closed to traffic
  - 10:17:50 AM"
731879087040430084,2016-05-15 16:09:06,"The University Bridge has reopened to
  traffic - 9:09:03 AM"
731876971001434114,2016-05-15 16:00:42,"The University Bridge has closed to traffic
  - 9:00:39 AM"
731874672866824192,2016-05-15 15:51:34,"The Fremont Bridge has reopened to traffic -
  8:51:29 AM"
731872600838676480,2016-05-15 15:43:20,"The Fremont Bridge has closed to traffic -
  8:43:16 AM"
731709574227484672,2016-05-15 04:55:31,The Fremont Bridge has reopened to traffic -   9:55:29 PM
731708073727811584,2016-05-15 04:49:33,The Fremont Bridge has closed to traffic -   9:49:31 PM
731706237658628096,2016-05-15 04:42:16,The Ballard Bridge has reopened to traffic -   9:42:13 PM
731704464692760578,2016-05-15 04:35:13,The Ballard Bridge has closed to traffic -   9:35:11 PM
731692524524339200,2016-05-15 03:47:46,The University Bridge has reopened to   traffic - 8:47:44 PM
731690227496947712,2016-05-15 03:38:39,The University Bridge has closed to traffic   - 8:38:36 PM
731688646655365120,2016-05-15 03:32:22,The Fremont Bridge has reopened to traffic -   8:32:20 PM
731687284752310272,2016-05-15 03:26:57,The Fremont Bridge has closed to traffic -   8:26:55 PM
731686808489070592,2016-05-15 03:25:03,The Ballard Bridge has reopened to traffic -   8:25:01 PM
731683942697336834,2016-05-15 03:13:40,The Ballard Bridge has closed to traffic -   8:13:36 PM
731676491709173764,2016-05-15 02:44:04,The University Bridge has reopened to   traffic - 7:44:02 PM
731674702691766276,2016-05-15 02:36:57,The University Bridge has closed to traffic   - 7:36:55 PM
731662040876482560,2016-05-15 01:46:38,The University Bridge has reopened to   traffic - 6:46:35 PM
731661144234950656,2016-05-15 01:43:05,The University Bridge has closed to traffic   - 6:43:02 PM
731654298480709632,2016-05-15 01:15:52,The Fremont Bridge has reopened to traffic -   6:15:50 PM
731653204451057664,2016-05-15 01:11:32,The Fremont Bridge has closed to traffic -   6:11:29 PM
731647599493545984,2016-05-15 00:49:15,The University Bridge has reopened to   traffic - 5:49:13 PM
731646933433876480,2016-05-15 00:46:36,The University Bridge has closed to traffic   - 5:46:34 PM
731645100795691008,2016-05-15 00:39:19,The Fremont Bridge has reopened to traffic -   5:39:18 PM
731642412901093376,2016-05-15 00:28:39,The Fremont Bridge has closed to traffic -   5:28:36 PM
731641706785869824,2016-05-15 00:25:50,The Ballard Bridge has reopened to traffic -   5:25:49 PM
731638670445289472,2016-05-15 00:13:46,The Ballard Bridge has closed to traffic -   5:13:43 PM
731634463805841408,2016-05-14 23:57:03,The Fremont Bridge has reopened to traffic -   4:57:02 PM
731633544879964161,2016-05-14 23:53:24,The Fremont Bridge has closed to traffic -   4:53:22 PM
731623262816342016,2016-05-14 23:12:33,The Montlake Bridge has reopened to traffic   - 4:12:30 PM
731621619966173184,2016-05-14 23:06:01,The Montlake Bridge has closed to traffic -   4:05:59 PM
731618367220551680,2016-05-14 22:53:06,"The Ballard Bridge has reopened to traffic -
  3:53:02 PM"
731617505324597248,2016-05-14 22:49:40,"The Ballard Bridge has closed to traffic -
  3:49:36 PM"
731614345172385793,2016-05-14 22:37:07,"The Fremont Bridge has reopened to traffic -
  3:37:03 PM"
731612687222738944,2016-05-14 22:30:31,"The Fremont Bridge has closed to traffic -
  3:30:28 PM"
731610543979552769,2016-05-14 22:22:01,"The Ballard Bridge has reopened to traffic -
  3:21:57 PM"
731609414201835520,2016-05-14 22:17:31,"The Ballard Bridge has closed to traffic -
  3:17:27 PM"
731597817899147264,2016-05-14 21:31:26,The Ballard Bridge has reopened to traffic -   2:31:21 PM
731596316002787328,2016-05-14 21:25:28,The Ballard Bridge has closed to traffic -   2:25:25 PM
731595625905561601,2016-05-14 21:22:44,The Lower Spokane St Bridge has reopened to   traffic - 2:22:42 PM
731594014382661633,2016-05-14 21:16:20,The Fremont Bridge has reopened to traffic -   2:16:17 PM
731591936260202496,2016-05-14 21:08:04,The Lower Spokane St Bridge has closed to   traffic - 2:08:02 PM
731591523632996352,2016-05-14 21:06:26,The Fremont Bridge has closed to traffic -   2:05:53 PM
731589842149068800,2016-05-14 20:59:45,"The 1st Ave S Bridge has reopened to traffic
  - 1:59:42 PM"
731589824923107329,2016-05-14 20:59:41,"The University Bridge has reopened to
  traffic - 1:59:37 PM"
731589492469960704,2016-05-14 20:58:21,"The University Bridge has closed to traffic
  - 1:58:18 PM"
731588554061545472,2016-05-14 20:54:38,"The 1st Ave S Bridge has closed to traffic -
  1:54:35 PM"
731588535401119744,2016-05-14 20:54:33,"The Ballard Bridge has reopened to traffic -
  1:54:30 PM"
731585635845201920,2016-05-14 20:43:02,"The Ballard Bridge has closed to traffic -
  1:42:59 PM"
731582824126414848,2016-05-14 20:31:52,"The Fremont Bridge has reopened to traffic -
  1:31:48 PM"
731581226146881536,2016-05-14 20:25:31,"The Fremont Bridge has closed to traffic -
  1:25:28 PM"
731578347210211330,2016-05-14 20:14:04,"The Ballard Bridge has reopened to traffic -
  1:14:01 PM"
731576945268264960,2016-05-14 20:08:30,"The Ballard Bridge has closed to traffic -
  1:08:23 PM"
