id,created_at,text
873212574224924674,2017-06-09 16:17:55,The 1st Ave S Bridge has closed to traffic - 9:17:54 AM
873210778085543936,2017-06-09 16:10:47,The Ballard Bridge has closed to traffic - 9:10:45 AM
873210766777663488,2017-06-09 16:10:44,The Fremont Bridge has reopened to traffic - 9:10:43 AM
873208127272787969,2017-06-09 16:00:15,The Fremont Bridge has closed to traffic - 9:00:14 AM
873175728367337473,2017-06-09 13:51:31,The Ballard Bridge has reopened to traffic - 6:51:29 AM
873174216002084864,2017-06-09 13:45:30,The Ballard Bridge has closed to traffic - 6:45:29 AM
873167113615060992,2017-06-09 13:17:17,The Fremont Bridge has reopened to traffic - 6:17:16 AM
873164415285157889,2017-06-09 13:06:33,The Fremont Bridge has closed to traffic - 6:06:32 AM
873021749037748224,2017-06-09 03:39:39,The Ballard Bridge has closed to traffic - 8:39:35 PM
872917929725001728,2017-06-08 20:47:07,The Ballard Bridge has reopened to traffic - 1:47:05 PM
872917130735374336,2017-06-08 20:43:56,The Ballard Bridge has closed to traffic - 1:43:54 PM
872917085571096576,2017-06-08 20:43:45,The Fremont Bridge has reopened to traffic - 1:43:40 PM
872916231694581764,2017-06-08 20:40:22,The South Park Bridge has reopened to traffic - 1:40:20 PM
872916202988781568,2017-06-08 20:40:15,The Fremont Bridge has closed to traffic - 1:40:14 PM
872914289098579969,2017-06-08 20:32:39,The South Park Bridge has closed to traffic - 1:32:37 PM
872910548056199168,2017-06-08 20:17:47,The 1st Ave S Bridge has reopened to traffic - 1:17:45 PM
872908209568104448,2017-06-08 20:08:29,The 1st Ave S Bridge has closed to traffic - 1:08:28 PM
872901300463091712,2017-06-08 19:41:02,The Lower Spokane St Bridge has reopened to traffic - 12:41:00 PM
872895465259278336,2017-06-08 19:17:51,The Lower Spokane St Bridge has closed to traffic - 12:17:49 PM
872895449497083904,2017-06-08 19:17:47,The Fremont Bridge has reopened to traffic - 12:17:45 PM
872894647881703424,2017-06-08 19:14:36,The Fremont Bridge has closed to traffic - 12:14:31 PM
872880460736602112,2017-06-08 18:18:13,The Lower Spokane St Bridge has reopened to traffic - 11:18:13 AM
872877691430502400,2017-06-08 18:07:13,The Lower Spokane St Bridge has closed to traffic - 11:07:12 AM
872876025343913984,2017-06-08 18:00:36,The Ballard Bridge has reopened to traffic - 11:00:35 AM
872875520148488192,2017-06-08 17:58:35,The Ballard Bridge has closed to traffic - 10:58:35 AM
872865899434262529,2017-06-08 17:20:22,The University Bridge has reopened to traffic - 10:20:21 AM
872864284182577152,2017-06-08 17:13:57,The University Bridge has closed to traffic - 10:13:55 AM
872578192673873920,2017-06-07 22:17:07,The Ballard Bridge has reopened to traffic - 3:17:06 PM
872576728140464128,2017-06-07 22:11:18,The Ballard Bridge has closed to traffic - 3:11:16 PM
872576350514683904,2017-06-07 22:09:48,The Fremont Bridge has closed to traffic - 3:09:46 PM
872567538403614720,2017-06-07 21:34:47,The 1st Ave S Bridge has closed to traffic - 2:34:45 PM
872552564809539584,2017-06-07 20:35:17,The Ballard Bridge has reopened to traffic - 1:35:15 PM
872551740440100864,2017-06-07 20:32:00,The University Bridge has reopened to traffic - 1:31:58 PM
872551672765075457,2017-06-07 20:31:44,The Ballard Bridge has closed to traffic - 1:31:42 PM
872551404220538880,2017-06-07 20:30:40,The University Bridge has closed to traffic - 1:30:39 PM
872549816634454016,2017-06-07 20:24:22,The University Bridge has reopened to traffic - 1:24:21 PM
