id,created_at,text
779448949757218817,2016-09-23 22:34:45,The Ballard Bridge has reopened to traffic -   3:34:43 PM
779447601431138308,2016-09-23 22:29:24,The Ballard Bridge has closed to traffic -   3:29:20 PM
779444528298070016,2016-09-23 22:17:11,The Ballard Bridge has reopened to traffic -   3:17:09 PM
779442711719874560,2016-09-23 22:09:58,The Ballard Bridge has closed to traffic -   3:09:55 PM
779439360903045121,2016-09-23 21:56:39,The Ballard Bridge has reopened to traffic -   2:56:36 PM
779438586940710912,2016-09-23 21:53:35,The Ballard Bridge has closed to traffic -   2:53:32 PM
779435486506921984,2016-09-23 21:41:15,The Fremont Bridge has reopened to traffic -   2:41:13 PM
779433802896584704,2016-09-23 21:34:34,The Fremont Bridge has closed to traffic -   2:34:24 PM
779429942714961920,2016-09-23 21:19:14,The Fremont Bridge has reopened to traffic -   2:19:11 PM
779417140981936128,2016-09-23 20:28:21,"The Fremont Bridge has reopened to traffic -
  1:28:18 PM"
779416880565981185,2016-09-23 20:27:19,The Fremont Bridge has closed to traffic -   1:27:15 PM
779409944428683264,2016-09-23 19:59:46,The South Park Bridge has reopened to   traffic - 12:59:43 PM
779407686974615552,2016-09-23 19:50:47,The South Park Bridge has closed to traffic   - 12:50:45 PM
779407666078638080,2016-09-23 19:50:42,The 1st Ave S Bridge has reopened to traffic   - 12:50:38 PM
779404031466713088,2016-09-23 19:36:16,The 1st Ave S Bridge has closed to traffic -   12:36:13 PM
779403193713209344,2016-09-23 19:32:56,The Lower Spokane St Bridge has reopened to   traffic - 12:32:49 PM
779401521549094913,2016-09-23 19:26:17,The Lower Spokane St Bridge has closed to   traffic - 12:26:15 PM
779401504436293632,2016-09-23 19:26:13,The 1st Ave S Bridge has reopened to traffic   - 12:26:10 PM
779399589233238016,2016-09-23 19:18:37,The 1st Ave S Bridge has closed to traffic -   12:18:34 PM
779399469963980800,2016-09-23 19:18:08,The Lower Spokane St Bridge has reopened to   traffic - 12:18:06 PM
779397091940454400,2016-09-23 19:08:41,The Lower Spokane St Bridge has closed to   traffic - 12:08:38 PM
779392608103563264,2016-09-23 18:50:52,The 1st Ave S Bridge has reopened to traffic   - 11:50:49 AM
779390326255423489,2016-09-23 18:41:48,The 1st Ave S Bridge has closed to traffic -   11:41:46 AM
779388130025627648,2016-09-23 18:33:05,The Lower Spokane St Bridge has reopened to   traffic - 11:33:02 AM
779386577965330434,2016-09-23 18:26:55,The South Park Bridge has reopened to   traffic - 11:26:48 AM
779385605679484929,2016-09-23 18:23:03,The Lower Spokane St Bridge has closed to   traffic - 11:23:00 AM
779385590210899969,2016-09-23 18:22:59,The South Park Bridge has closed to traffic   - 11:22:54 AM
779385560808894464,2016-09-23 18:22:52,The Ballard Bridge has reopened to traffic -   11:22:48 AM
779383075553746945,2016-09-23 18:13:00,The Ballard Bridge has closed to traffic -   11:12:58 AM
779383058273177600,2016-09-23 18:12:55,The 1st Ave S Bridge has reopened to traffic   - 11:12:51 AM
779381176913924096,2016-09-23 18:05:27,The 1st Ave S Bridge has closed to traffic -   11:05:25 AM
779381160799371264,2016-09-23 18:05:23,The Fremont Bridge has reopened to traffic -   11:05:20 AM
779378848664162306,2016-09-23 17:56:12,The Fremont Bridge has closed to traffic -   10:56:10 AM
779376265614667776,2016-09-23 17:45:56,The Fremont Bridge has reopened to traffic -   10:45:54 AM
779375668807118848,2016-09-23 17:43:34,The Fremont Bridge has closed to traffic -   10:43:32 AM
779373270390874113,2016-09-23 17:34:02,The Fremont Bridge has reopened to traffic -   10:33:59 AM
779371920084996096,2016-09-23 17:28:40,The Fremont Bridge has closed to traffic -   10:28:38 AM
779366931702747138,2016-09-23 17:08:51,The Fremont Bridge has reopened to traffic -   10:08:48 AM
779365947190550528,2016-09-23 17:04:56,The Fremont Bridge has closed to traffic -   10:04:54 AM
779363244402106369,2016-09-23 16:54:11,The Ballard Bridge has reopened to traffic -   9:54:09 AM
779362355444539392,2016-09-23 16:50:40,The 1st Ave S Bridge has reopened to traffic   - 9:50:36 AM
779362337333522433,2016-09-23 16:50:35,The Ballard Bridge has closed to traffic -   9:50:30 AM
779358463415627776,2016-09-23 16:35:12,The 1st Ave S Bridge has closed to traffic -   9:35:10 AM
779354538457260032,2016-09-23 16:19:36,The Fremont Bridge has reopened to traffic -   9:19:30 AM
779352704640512000,2016-09-23 16:12:19,The Fremont Bridge has closed to traffic -   9:12:15 AM
779351967105560577,2016-09-23 16:09:23,The South Park Bridge has reopened to   traffic - 9:09:20 AM
779350817388113920,2016-09-23 16:04:49,The South Park Bridge has closed to traffic   - 9:04:47 AM
779144781024813057,2016-09-23 02:26:06,"The Ballard Bridge has reopened to traffic -
  7:26:03 PM"
779142671969378304,2016-09-23 02:17:43,"The South Park Bridge has reopened to
  traffic - 7:17:40 PM"
779142652751065092,2016-09-23 02:17:38,"The Ballard Bridge has closed to traffic -
  7:17:35 PM"
