id,created_at,text
708855594917048321,2016-03-13 03:21:58,The Lower Spokane St Bridge has closed to   traffic - 7:21:55 PM
708847123740033024,2016-03-13 02:48:18,The Lower Spokane St Bridge has reopened to   traffic - 6:48:14 PM
708840464091258880,2016-03-13 02:21:50,The Lower Spokane St Bridge has closed to   traffic - 6:21:48 PM
708839340420370432,2016-03-13 02:17:23,The Fremont Bridge has reopened to traffic -   6:17:19 PM
708838350107516928,2016-03-13 02:13:26,The Ballard Bridge has reopened to traffic -   6:13:23 PM
708838299515822081,2016-03-13 02:13:14,The Fremont Bridge has closed to traffic -   6:13:11 PM
708835166123241472,2016-03-13 02:00:47,The Ballard Bridge has closed to traffic -   6:00:42 PM
708834300611792897,2016-03-13 01:57:21,The 1st Ave S Bridge has reopened to traffic   - 5:57:18 PM
708830073348968448,2016-03-13 01:40:33,The 1st Ave S Bridge has closed to traffic -   5:40:30 PM
708828410399760384,2016-03-13 01:33:57,The Lower Spokane St Bridge has reopened to   traffic - 5:33:53 PM
708824290838192128,2016-03-13 01:17:34,The Lower Spokane St Bridge has closed to   traffic - 5:17:32 PM
708824250870661120,2016-03-13 01:17:25,The Ballard Bridge has reopened to traffic -   5:17:22 PM
708823188361203712,2016-03-13 01:13:12,The Ballard Bridge has closed to traffic -   5:13:08 PM
708821199946579968,2016-03-13 01:05:17,The Lower Spokane St Bridge has reopened to   traffic - 5:05:15 PM
708818190898372612,2016-03-13 00:53:20,The Lower Spokane St Bridge has closed to   traffic - 4:53:16 PM
708815010521174016,2016-03-13 00:40:42,The University Bridge has reopened to   traffic - 4:40:39 PM
708813731187195904,2016-03-13 00:35:37,The University Bridge has closed to traffic   - 4:35:32 PM
708808016871563264,2016-03-13 00:12:54,The Ballard Bridge has reopened to traffic -   4:12:51 PM
708807159140589568,2016-03-13 00:09:30,The Ballard Bridge has closed to traffic -   4:09:27 PM
708786179114569728,2016-03-12 22:46:08,The University Bridge has reopened to   traffic - 2:46:03 PM
708785551353053184,2016-03-12 22:43:38,The University Bridge has closed to traffic   - 2:43:34 PM
708782203564531712,2016-03-12 22:30:20,The Fremont Bridge has reopened to traffic -   2:30:15 PM
708781337272922112,2016-03-12 22:26:53,The Fremont Bridge has closed to traffic -   2:26:50 PM
708777682788491264,2016-03-12 22:12:22,The Ballard Bridge has reopened to traffic -   2:12:17 PM
708776267458301952,2016-03-12 22:06:45,The Ballard Bridge has closed to traffic -   2:06:38 PM
708745230032318464,2016-03-12 20:03:25,The Ballard Bridge has reopened to traffic -   12:03:21 PM
708744129186963456,2016-03-12 19:59:02,The Ballard Bridge has closed to traffic -   11:58:54 AM
708690415046631424,2016-03-12 16:25:36,"The Ballard Bridge has reopened to traffic -
  8:25:22 AM"
708689480480268288,2016-03-12 16:21:53,"The Ballard Bridge has closed to traffic -
  8:21:39 AM"
708683166253355008,2016-03-12 15:56:48,"The University Bridge has reopened to
  traffic - 7:56:43 AM"
708682348041097216,2016-03-12 15:53:33,"The University Bridge has closed to traffic
  - 7:53:15 AM"
708682019954241536,2016-03-12 15:52:14,"The Ballard Bridge has reopened to traffic -
  7:52:07 AM"
708679511810777088,2016-03-12 15:42:16,The Ballard Bridge has closed to traffic -7:41:53 AM
708676488896204800,2016-03-12 15:30:16,The Ballard Bridge has reopened to traffic - 7:29:53 AM
708675151798226944,2016-03-12 15:24:57,The Ballard Bridge has closed to traffic  7:24:12 AM
708527123670048769,2016-03-12 05:36:44,The Ballard Bridge has reopened to traffic -   9:36:42 PM
708525773053755392,2016-03-12 05:31:22,The Ballard Bridge has closed to traffic -   9:31:19 PM
708491594832293889,2016-03-12 03:15:34,The Ballard Bridge has reopened to traffic -   7:15:31 PM
708490439578378240,2016-03-12 03:10:58,The Ballard Bridge has closed to traffic -   7:10:55 PM
708486588175548416,2016-03-12 02:55:40,The Fremont Bridge has reopened to traffic -   6:55:35 PM
708484327105961984,2016-03-12 02:46:41,The Fremont Bridge has closed to traffic -   6:46:38 PM
708478858694004737,2016-03-12 02:24:57,The University Bridge has reopened to   traffic - 6:24:54 PM
708476827619069952,2016-03-12 02:16:53,The University Bridge has closed to traffic   - 6:16:50 PM
708474243655143425,2016-03-12 02:06:37,The Fremont Bridge has reopened to traffic -   6:06:34 PM
708473498918780928,2016-03-12 02:03:39,The Fremont Bridge has closed to traffic -   6:03:36 PM
708467277411123201,2016-03-12 01:38:56,The Lower Spokane St Bridge has reopened to   traffic - 5:38:53 PM
708464152709242881,2016-03-12 01:26:31,The Lower Spokane St Bridge has closed to   traffic - 5:26:28 PM
708463088320708609,2016-03-12 01:22:17,The Lower Spokane St Bridge has reopened to   traffic - 5:22:14 PM
708460697525485568,2016-03-12 01:12:47,The Lower Spokane St Bridge has closed to   traffic - 5:12:44 PM
