id,created_at,text
719702764327075840,2016-04-12 01:44:45,The University Bridge has reopened to   traffic - 6:44:42 PM
719702241968398337,2016-04-12 01:42:40,The Lower Spokane St Bridge has reopened to   traffic - 6:42:38 PM
719701055232036864,2016-04-12 01:37:57,The University Bridge has closed to traffic   - 6:37:54 PM
719699790959812608,2016-04-12 01:32:56,The Lower Spokane St Bridge has closed to   traffic - 6:32:53 PM
719697296116428800,2016-04-12 01:23:01,The Fremont Bridge has reopened to traffic -   6:22:58 PM
719695959060418564,2016-04-12 01:17:42,The 1st Ave S Bridge has reopened to traffic   - 6:17:40 PM
719695780907339776,2016-04-12 01:17:00,The Fremont Bridge has closed to traffic -   6:16:57 PM
719693165754585088,2016-04-12 01:06:36,The Ballard Bridge has reopened to traffic -   6:06:32 PM
719692964423819264,2016-04-12 01:05:48,The 1st Ave S Bridge has closed to traffic -   6:05:45 PM
719691614365454338,2016-04-12 01:00:26,The Ballard Bridge has closed to traffic -   6:00:24 PM
719690427062812672,2016-04-12 00:55:43,The South Park Bridge has reopened to   traffic - 5:55:39 PM
719688416552615936,2016-04-12 00:47:44,The South Park Bridge has closed to traffic   - 5:47:41 PM
719656287181545473,2016-04-11 22:40:04,The Fremont Bridge has reopened to traffic -   3:40:00 PM
719655490708320257,2016-04-11 22:36:54,The Fremont Bridge has closed to traffic -   3:36:51 PM
719647217007505408,2016-04-11 22:04:01,The 1st Ave S Bridge has reopened to traffic   - 3:03:59 PM
719641570115325952,2016-04-11 21:41:35,The 1st Ave S Bridge has closed to traffic -   2:41:33 PM
719638563327881217,2016-04-11 21:29:38,The Fremont Bridge has reopened to traffic -   2:29:35 PM
719637726463598592,2016-04-11 21:26:18,The Fremont Bridge has closed to traffic -   2:26:16 PM
719637494409506816,2016-04-11 21:25:23,The University Bridge has reopened to   traffic - 2:25:20 PM
719635279661768705,2016-04-11 21:16:35,The University Bridge has closed to traffic   - 2:16:32 PM
719634675451371521,2016-04-11 21:14:11,The Ballard Bridge has reopened to traffic -   2:14:09 PM
